scenario,query_number,query_work_id,relevance_type,total_relevant,precision@10,recall@10,mrr@10,ndcg@10,relevant_found@10
hybrid_50_50,289,10.1070/rm1967v022n01abeh001202,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,290,10.1016/0022-314x(84)90094-5,issn,5,0.1,0.2,0.5,0.21398626473452756,1
hybrid_50_50,291,10.1007/bfb0077194,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,292,10.1112/s002557930000084x,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,293,10.1007/bfb0082655,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,294,10.2307/1970462,issn,11,0.1,0.09090909090909091,1.0,0.22009176629808017,1
hybrid_50_50,295,10.2307/1968802,issn,11,0.1,0.09090909090909091,0.5,0.13886244387355454,1
hybrid_50_50,296,10.1090/s0002-9904-1946-08540-7,issn,9,0.0,0.0,0.0,0.0,0
hybrid_50_50,297,10.1007/bf01403312,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,298,10.1007/978-981-13-9495-9,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,299,10.1090/s0894-0347-08-00624-3,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,300,10.2140/ant.2010.4.1091,issn,2,0.1,0.5,0.5,0.38685280723454163,1
hybrid_50_50,301,10.1016/s0022-314x(03)00041-6,issn,5,0.2,0.4,1.0,0.4599715079731103,2
hybrid_50_50,302,10.2140/ant.2017.11.1317,issn,2,0.1,0.5,1.0,0.6131471927654584,1
hybrid_50_50,303,10.1287/mnsc.14.7.486,issn,3,0.2,0.6666666666666666,1.0,0.7039180890341347,2
hybrid_50_50,304,10.1111/j.1751-5823.2007.00021.x,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,305,10.1198/016214504000001196,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,306,10.1214/aos/1176345332,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,307,10.2140/pjm.1953.3.673,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,308,10.1137/1101030,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,309,10.2969/jmsj/00310069,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,310,10.1137/1101017,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,311,10.1073/pnas.48.1.19,issn,19,0.0,0.0,0.0,0.0,0
hybrid_50_50,312,10.2140/pjm.1951.1.179,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,313,10.1214/aoms/1177704457,issn,8,0.0,0.0,0.0,0.0,0
hybrid_50_50,314,10.1002/nav.3800120206,issn,1,0.1,1.0,1.0,1.0,1
hybrid_50_50,315,10.2307/1994700,issn,17,0.0,0.0,0.0,0.0,0
hybrid_50_50,316,10.1109/tit.1969.1054289,issn,16,0.0,0.0,0.0,0.0,0
hybrid_50_50,317,10.1093/biomet/38.3-4.481,issn,14,0.0,0.0,0.0,0.0,0
hybrid_50_50,318,10.1073/pnas.54.2.354,issn,19,0.4,0.21052631578947367,1.0,0.5224955967919311,4
hybrid_50_50,319,10.2307/2035522,issn,11,0.0,0.0,0.0,0.0,0
hybrid_50_50,320,10.1098/rsta.2015.0102,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,321,10.1017/s1446788700023429,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,322,10.2307/3212146,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,323,10.2307/1993936,issn,17,0.1,0.058823529411764705,0.1111111111111111,0.06625422345438903,1
hybrid_50_50,324,10.1073/pnas.232052399,issn,19,0.0,0.0,0.0,0.0,0
hybrid_50_50,325,10.1098/rspa.1951.0233,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,326,10.1214/aos/1176346393,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,327,10.1093/biomet/28.3-4.321,issn,14,0.3,0.21428571428571427,0.5,0.3436966913921454,3
hybrid_50_50,328,10.1093/biomet/36.3-4.317,issn,14,0.2,0.14285714285714285,0.5,0.22400556151517553,2
hybrid_50_50,329,10.1214/aoms/1177706964,issn,8,0.0,0.0,0.0,0.0,0
hybrid_50_50,330,10.1214/aoms/1177731784,issn,8,0.0,0.0,0.0,0.0,0
hybrid_50_50,331,10.1093/biomet/51.3-4.313,issn,14,0.1,0.07142857142857142,0.5,0.13886244387355454,1
hybrid_50_50,332,10.1093/biomet/43.3-4.353,issn,14,0.0,0.0,0.0,0.0,0
hybrid_50_50,333,10.1093/biomet/49.3-4.419,issn,14,0.1,0.07142857142857142,0.125,0.06943122193677727,1
hybrid_50_50,334,10.1093/biomet/49.1-2.239,issn,14,0.0,0.0,0.0,0.0,0
hybrid_50_50,335,10.1214/aoms/1177728419,issn,8,0.1,0.125,0.125,0.07979453856244817,1
hybrid_50_50,336,10.1093/biomet/48.1-2.41,issn,14,0.3,0.21428571428571427,1.0,0.4537425745411855,3
hybrid_50_50,337,10.1090/qam/99953,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,338,10.1093/biomet/56.3.463,issn,14,0.3,0.21428571428571427,0.3333333333333333,0.2684550357175426,3
hybrid_50_50,339,10.1093/biomet/56.3.635,issn,14,0.2,0.14285714285714285,1.0,0.28952298823485745,2
hybrid_50_50,340,10.2307/2281742,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,341,10.1016/0022-247x(64)90087-3,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,342,10.1111/j.1469-1809.1938.tb02189.x,issn,1,0.1,1.0,1.0,1.0,1
hybrid_50_50,343,10.2307/2283154,issn,3,0.2,0.6666666666666666,0.25,0.34337431936037655,2
hybrid_50_50,344,10.1111/j.1469-1809.1939.tb02205.x,issn,1,0.1,1.0,1.0,1.0,1
hybrid_50_50,345,10.1093/biomet/56.3.485,issn,14,0.3,0.21428571428571427,0.25,0.23758350840568812,3
hybrid_50_50,346,10.1002/0471722162,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,347,10.1214/aoms/1177699153,issn,8,0.0,0.0,0.0,0.0,0
hybrid_50_50,348,10.1214/aoms/1177703739,issn,8,0.2,0.25,0.3333333333333333,0.21078558563971425,2
hybrid_50_50,349,10.1214/aoms/1177700051,issn,8,0.1,0.125,0.16666666666666666,0.09010000865236768,1
hybrid_50_50,350,10.1093/biomet/56.2.255,issn,14,0.1,0.07142857142857142,0.3333333333333333,0.11004588314904008,1
hybrid_50_50,351,10.1093/biomet/46.1-2.49,issn,14,0.4,0.2857142857142857,1.0,0.4569970750177365,4
hybrid_50_50,352,10.2307/2283785,issn,3,0.1,0.3333333333333333,1.0,0.46927872602275644,1
hybrid_50_50,353,10.1093/biomet/54.3-4.629,issn,14,0.1,0.07142857142857142,0.3333333333333333,0.11004588314904008,1
hybrid_50_50,354,10.1093/biomet/49.3-4.433,issn,14,0.4,0.2857142857142857,0.5,0.3686580539482399,4
hybrid_50_50,355,10.1214/aoms/1177728181,issn,8,0.1,0.125,0.5,0.15958907712489634,1
hybrid_50_50,356,10.1007/bf01210951,issn,7,0.0,0.0,0.0,0.0,0
hybrid_50_50,357,10.1142/s0218127499000560,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,358,10.1016/j.spa.2010.01.012,issn,7,0.0,0.0,0.0,0.0,0
hybrid_50_50,359,10.1007/978-3-540-89332-5,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,360,10.1112/jlms/s2-15.1.188,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,361,10.1007/bfb0102981,issn,6,0.1,0.16666666666666666,0.1111111111111111,0.09109240322345806,1
hybrid_50_50,362,10.1007/s10959-008-0147-9,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,363,10.31390/cosa.8.1.07,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,364,10.31390/cosa.7.2.02,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,365,10.1016/j.spa.2007.04.006,issn,7,0.1,0.14285714285714285,0.2,0.10633668103022985,1
hybrid_50_50,366,10.1007/bf02590469,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,367,10.1137/1011086,issn,9,0.0,0.0,0.0,0.0,0
hybrid_50_50,368,10.1063/1.1666123,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,369,10.1007/bf02545761,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,370,10.1080/15326349308807275,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,371,10.1016/0304-4149(84)90001-2,issn,7,0.1,0.14285714285714285,0.125,0.08671382849411972,1
hybrid_50_50,372,10.1016/j.spa.2007.10.015,issn,7,0.2,0.2857142857142857,1.0,0.3932591258696538,2
hybrid_50_50,373,10.1007/bfb0100854,issn,6,0.1,0.16666666666666666,0.5,0.19092086617893467,1
hybrid_50_50,374,10.1214/aoms/1177696688,issn,8,0.0,0.0,0.0,0.0,0
hybrid_50_50,375,10.1016/s0304-4149(01)00126-0,issn,7,0.1,0.14285714285714285,0.25,0.11838279295536291,1
hybrid_50_50,376,10.1007/978-3-319-12172-7,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,377,10.1016/0304-4149(87)90196-7,issn,7,0.1,0.14285714285714285,0.2,0.10633668103022985,1
hybrid_50_50,378,10.1016/0304-4149(85)90027-4,issn,7,0.1,0.14285714285714285,0.125,0.08671382849411972,1
hybrid_50_50,379,10.2307/3215063,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,380,10.1016/0304-4149(86)90109-2,issn,7,0.1,0.14285714285714285,0.14285714285714285,0.09162544430476362,1
hybrid_50_50,381,10.1109/9.106151,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,382,10.1214/aos/1176343742,issn,2,0.1,0.5,0.125,0.19342640361727081,1
hybrid_50_50,383,10.1080/15326348508807010,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,384,10.1098/rspa.1947.0060,issn,6,0.1,0.16666666666666666,0.16666666666666666,0.10778915452451093,1
hybrid_50_50,385,10.1098/rspa.1947.0056,issn,6,0.2,0.3333333333333333,1.0,0.4935232796777481,2
hybrid_50_50,386,10.1098/rspa.1948.0038,issn,6,0.3,0.5,1.0,0.5499887725471476,3
hybrid_50_50,387,10.1090/s0025-5718-10-02334-3,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,388,10.1137/090771715,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,389,10.1093/comjnl/10.4.321,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,390,10.1126/science.148.3669.473,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,391,10.1090/s0273-0979-1988-15682-0,issn,9,0.1,0.1111111111111111,0.1,0.06794340091829075,1
hybrid_50_50,392,10.1073/pnas.61.1.25,issn,19,0.6,0.3157894736842105,1.0,0.7222954974312066,6
hybrid_50_50,393,10.1093/comjnl/6.2.163,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,394,10.2307/2004575,issn,5,0.1,0.2,1.0,0.3391602052736161,1
hybrid_50_50,395,10.1090/s0025-5718-1968-0242392-2,issn,5,0.1,0.2,1.0,0.3391602052736161,1
hybrid_50_50,396,10.1145/321250.321253,issn,5,0.2,0.4,1.0,0.5531464700081437,2
hybrid_50_50,397,10.1145/363235.363259,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,398,10.1145/321250.321259,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,399,10.1093/comjnl/13.3.309,issn,4,0.1,0.25,0.14285714285714285,0.13012668333070054,1
hybrid_50_50,400,10.2307/1994208,issn,17,0.0,0.0,0.0,0.0,0
hybrid_50_50,401,10.1145/321075.321076,issn,5,0.2,0.4,1.0,0.5531464700081437,2
hybrid_50_50,402,10.1093/comjnl/3.1.23,issn,4,0.1,0.25,0.2,0.15101961822780524,1
hybrid_50_50,403,10.1145/321341.321351,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,404,10.1145/367297.367317,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,405,10.1145/321105.321114,issn,5,0.2,0.4,0.25,0.24816574496561808,2
hybrid_50_50,406,10.1090/s0002-9904-1947-08909-6,issn,9,0.1,0.1111111111111111,1.0,0.23504554941448536,1
hybrid_50_50,407,10.1137/s1064827502407792,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,408,10.1016/0045-7825(87)90055-7,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,409,10.1007/s10957-013-0363-z,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,410,10.1016/0045-7949(94)90405-7,issn,1,0.1,1.0,0.3333333333333333,0.5,1
hybrid_50_50,411,10.1287/moor.23.4.769,issn,2,0.1,0.5,0.3333333333333333,0.3065735963827292,1
hybrid_50_50,412,10.1007/bf00939434,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,413,10.1137/140985366,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,414,10.1016/0045-7825(86)90072-1,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,415,10.2514/3.11928,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,416,10.1137/120887722,issn,3,0.1,0.3333333333333333,0.25,0.20210734650054757,1
hybrid_50_50,417,10.1287/opre.1070.0428,issn,3,0.1,0.3333333333333333,0.1111111111111111,0.14126697285982898,1
hybrid_50_50,418,10.1287/opre.2015.1374,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,419,10.1002/cpa.20131,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,420,10.1002/nme.1259,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,421,10.1137/050635225,issn,3,0.1,0.3333333333333333,0.125,0.1480409554829326,1
hybrid_50_50,422,10.1002/nme.4770,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,423,10.1016/s0045-7949(96)00170-8,issn,1,0.1,1.0,0.3333333333333333,0.5,1
hybrid_50_50,424,10.1137/s1052623499359828,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,425,10.1137/080734510,issn,9,0.0,0.0,0.0,0.0,0
hybrid_50_50,426,10.1007/978-0-387-68407-9,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,427,10.1090/s0025-5718-2012-02577-4,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,428,10.1080/00207170701506919,issn,1,0.1,1.0,0.5,0.6309297535714575,1
hybrid_50_50,429,10.1007/978-3-319-77452-7,issn,1,0.1,1.0,0.3333333333333333,0.5,1
hybrid_50_50,430,10.1007/978-0-85729-343-5,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,431,10.1007/978-3-642-34100-7,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,432,10.1109/tsmc.1972.5408553,issn,2,0.1,0.5,1.0,0.6131471927654584,1
hybrid_50_50,433,10.1016/s0362-546x(96)00110-1,issn,7,0.1,0.14285714285714285,0.25,0.11838279295536291,1
hybrid_50_50,434,10.1109/tac.1979.1101943,issn,6,0.4,0.6666666666666666,1.0,0.6527851779961891,4
hybrid_50_50,435,10.1080/00207177108932014,issn,1,0.1,1.0,1.0,1.0,1
hybrid_50_50,436,10.1142/s0218127497000443,issn,1,0.1,1.0,0.16666666666666666,0.3562071871080222,1
hybrid_50_50,437,10.1137/0306023,issn,1,0.1,1.0,0.25,0.43067655807339306,1
hybrid_50_50,438,10.1002/nav.3800140106,issn,1,0.1,1.0,0.5,0.6309297535714575,1
hybrid_50_50,439,10.1109/tac.1977.1101603,issn,6,0.1,0.16666666666666666,0.1,0.0874717141014082,1
hybrid_50_50,440,10.1109/tac.1977.1101401,issn,6,0.3,0.5,0.5,0.36948498350380093,3
hybrid_50_50,441,10.1287/mnsc.17.9.635,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,442,10.1007/bf00940676,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,443,10.1137/0318025,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,444,10.1016/0362-546x(86)90086-6,issn,7,0.1,0.14285714285714285,0.5,0.17342765698823945,1
hybrid_50_50,445,10.1137/0307007,issn,1,0.1,1.0,0.1111111111111111,0.3010299956639812,1
hybrid_50_50,446,10.1006/jeth.1993.1063,issn,2,0.1,0.5,0.5,0.38685280723454163,1
hybrid_50_50,447,10.1287/mnsc.14.5.320,issn,3,0.2,0.6666666666666666,1.0,0.7653606369886217,2
hybrid_50_50,448,10.1002/jgt.3190180203,issn,7,0.2,0.2857142857142857,0.5,0.3108658234453849,2
hybrid_50_50,449,10.1007/bf01756028,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,450,10.1145/321978.321989,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,451,10.2307/2323970,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,452,10.1090/s0273-0979-03-00988-1,issn,9,0.0,0.0,0.0,0.0,0
hybrid_50_50,453,10.1007/bf01769258,issn,4,0.2,0.5,0.5,0.3853585682515056,2
hybrid_50_50,454,10.1109/tsmc.1974.5408539,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,455,10.1007/bf01753431,issn,4,0.1,0.25,0.5,0.24630238874073,1
hybrid_50_50,456,10.1016/0022-0531(85)90051-1,issn,2,0.2,1.0,0.5,0.5714285040141098,2
hybrid_50_50,457,10.1002/0471249696,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,458,10.1007/bf03024280,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,459,10.2140/pjm.1960.10.381,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,460,10.1016/j.jcta.2007.07.008,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,461,10.1016/0022-0531(86)90089-x,issn,2,0.1,0.5,0.14285714285714285,0.20438239758848611,1
hybrid_50_50,462,10.2307/2951567,issn,2,0.1,0.5,0.125,0.19342640361727081,1
hybrid_50_50,463,10.2307/1906951,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,464,10.1007/bf01254541,issn,4,0.2,0.5,0.5,0.3638184934971571,2
hybrid_50_50,465,10.1287/mnsc.18.5.80,issn,3,0.2,0.6666666666666666,0.5,0.4525081529734507,2
hybrid_50_50,466,10.1007/bf01770978,issn,4,0.0,0.0,0.0,0.0,0
hybrid_50_50,467,10.2307/1914083,issn,2,0.1,0.5,0.3333333333333333,0.3065735963827292,1
hybrid_50_50,468,10.1126/science.abb9811,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,469,10.1098/rspa.1989.0099,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,470,10.1109/18.841192,issn,16,0.6,0.375,1.0,0.7222954974312066,6
hybrid_50_50,471,10.1109/18.720553,issn,16,0.4,0.25,0.5,0.4220949603708207,4
hybrid_50_50,472,10.1103/revmodphys.21.392,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,473,10.1109/tit.2006.883612,issn,16,0.6,0.375,1.0,0.6429424283490954,6
hybrid_50_50,474,10.1103/revmodphys.80.1083,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,475,10.1098/rspa.1996.0136,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,476,10.1098/rsta.1998.0256,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,477,10.1103/physrevlett.79.5194,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,478,10.1103/revmodphys.76.93,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,479,10.1109/18.945258,issn,16,0.5,0.3125,0.5,0.457957694513121,5
hybrid_50_50,480,10.1103/physrev.56.39,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,481,10.1142/s0217751x01002993,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,482,10.1103/physrev.86.399,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,483,10.1109/tit.2004.834737,issn,16,0.6,0.375,0.5,0.5645252544249327,6
hybrid_50_50,484,10.1137/060651239,issn,2,0.1,0.5,0.5,0.38685280723454163,1
hybrid_50_50,485,10.1126/science.1174962,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,486,10.1142/s0217751x05028326,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,487,10.1109/18.850671,issn,16,0.6,0.375,0.5,0.5648901044069581,6
hybrid_50_50,488,10.1088/0264-9381/21/11/017,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,489,10.1109/18.985948,issn,16,0.5,0.3125,1.0,0.6207622843987103,5
hybrid_50_50,490,10.1109/18.761271,issn,16,0.5,0.3125,1.0,0.5919268187287083,5
hybrid_50_50,491,10.1103/revmodphys.77.1225,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,492,10.1109/tit.2004.839515,issn,16,0.5,0.3125,0.5,0.491526182307598,5
hybrid_50_50,493,10.1063/1.1498000,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,494,10.1109/18.959288,issn,16,0.6,0.375,1.0,0.6528642754944294,6
hybrid_50_50,495,10.1109/tit.1978.1055958,issn,16,0.1,0.0625,0.25,0.09478836436955078,1
hybrid_50_50,496,10.1109/tit.2008.928980,issn,16,0.6,0.375,1.0,0.6830838076905166,6
hybrid_50_50,497,10.1126/science.1162242,issn,3,0.0,0.0,0.0,0.0,0
hybrid_50_50,498,10.1137/080728652,issn,2,0.1,0.5,1.0,0.6131471927654584,1
hybrid_50_50,499,10.1088/0305-4470/38/41/015,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,500,10.1103/revmodphys.77.259,issn,6,0.1,0.16666666666666666,0.2,0.11706259313796354,1
hybrid_50_50,501,10.1103/physrevlett.69.5,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,502,10.2514/3.2657,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,503,10.1090/s0894-0347-07-00568-1,issn,2,0.0,0.0,0.0,0.0,0
hybrid_50_50,504,10.1103/physrevlett.65.1693,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,505,10.1088/0305-4470/27/17/008,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,506,10.1088/1751-8113/42/34/343001,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,507,10.1007/bf01608328,issn,7,0.0,0.0,0.0,0.0,0
hybrid_50_50,508,10.1103/physrevlett.65.2137,issn,5,0.0,0.0,0.0,0.0,0
hybrid_50_50,509,10.1016/j.cam.2008.07.030,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,510,10.1103/physrevd.34.470,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,511,10.1103/revmodphys.81.1665,issn,6,0.1,0.16666666666666666,0.125,0.09546043308946733,1
hybrid_50_50,512,10.1017/s002211206700045x,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,513,10.1098/rspa.1959.0194,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,514,10.1098/rspa.1941.0038,issn,6,0.1,0.16666666666666666,1.0,0.30260241349881345,1
hybrid_50_50,515,10.1017/s0022112081001584,issn,64,0.7,0.109375,1.0,0.7885497208855957,7
hybrid_50_50,516,10.1017/s0022112064000854,issn,64,0.8,0.125,1.0,0.8643145546088337,8
hybrid_50_50,517,10.1017/s0022112091003038,issn,64,0.5,0.078125,0.5,0.43808927588501717,5
hybrid_50_50,518,10.1112/s0025579300002436,issn,1,0.0,0.0,0.0,0.0,0
hybrid_50_50,519,10.1103/revmodphys.32.830,issn,6,0.0,0.0,0.0,0.0,0
hybrid_50_50,520,10.1017/s0022112056000123,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,521,10.1017/s002211206700103x,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,522,10.1017/s0022112070000745,issn,64,0.3,0.046875,1.0,0.3785988060390612,3
hybrid_50_50,523,10.1017/s0022112070000691,issn,64,0.8,0.125,1.0,0.8415908474314976,8
hybrid_50_50,524,10.1017/s0022112062000518,issn,64,0.8,0.125,1.0,0.7975167679274937,8
hybrid_50_50,525,10.1017/s0022112058000495,issn,64,0.7,0.109375,1.0,0.7529694065526482,7
hybrid_50_50,526,10.1017/s002211205900009x,issn,64,0.8,0.125,1.0,0.857980942822373,8
hybrid_50_50,527,10.1017/s0022112067000424,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,528,10.1017/s002211205900026x,issn,64,0.6,0.09375,1.0,0.7019727018777485,6
hybrid_50_50,529,10.1017/s0022112059000489,issn,64,0.8,0.125,1.0,0.8512360941594274,8
hybrid_50_50,530,10.1017/s002211206800025x,issn,64,0.8,0.125,1.0,0.8415908474314976,8
hybrid_50_50,531,10.1017/s0022112069000176,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,532,10.1017/s0022112067000941,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,533,10.1017/s0022112060001158,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,534,10.1017/s0022112064001446,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,535,10.1017/s0022112070000502,issn,64,0.7,0.109375,1.0,0.7721596254947203,7
hybrid_50_50,536,10.1017/s002211206000116x,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,537,10.1017/s0022112064000015,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,538,10.1017/s0022112069000991,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,539,10.1017/s0022112056000135,issn,64,0.8,0.125,1.0,0.8701249883466593,8
hybrid_50_50,540,10.1017/s0022112061000883,issn,64,0.8,0.125,1.0,0.8630152897016883,8
hybrid_50_50,541,10.1017/s0022112056000238,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,542,10.1017/s0022112060000372,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,543,10.1017/s0022112061000159,issn,64,0.8,0.125,1.0,0.8263333286520083,8
hybrid_50_50,544,10.1017/s0022112065000198,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,545,10.1017/s0022112057000488,issn,64,0.6,0.09375,1.0,0.6678262889110271,6
hybrid_50_50,546,10.1017/s0022112059000362,issn,64,0.8,0.125,1.0,0.857980942822373,8
hybrid_50_50,547,10.1017/s0022112060001043,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,548,10.1017/s0022112061000160,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,549,10.1017/s0022112068002429,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,550,10.1017/s0022112069000127,issn,64,0.8,0.125,1.0,0.8263333286520083,8
hybrid_50_50,551,10.1017/s0022112065000277,issn,64,0.7,0.109375,1.0,0.7312625444731047,7
hybrid_50_50,552,10.1017/s0022112059000167,issn,64,0.8,0.125,1.0,0.8512360941594274,8
hybrid_50_50,553,10.1017/s0022112063001002,issn,64,0.8,0.125,1.0,0.8572048559638628,8
hybrid_50_50,554,10.1017/s0022112062001421,issn,64,0.9,0.140625,1.0,0.9363792118010483,9
hybrid_50_50,555,10.1017/s0022112062000506,issn,64,0.8,0.125,1.0,0.8263333286520083,8
hybrid_50_50,556,10.1017/s0022112067000552,issn,64,0.6,0.09375,1.0,0.715550648768261,6
hybrid_50_50,557,10.1017/s0022112067000606,issn,64,0.8,0.125,1.0,0.8701249883466593,8
hybrid_50_50,558,10.1017/s0022112068000133,issn,64,0.8,0.125,1.0,0.8553475075669357,8
